"lakeday","jday_cum","date","lake_id","jday","year","max.depth","pH","cond","o.cline","depth_w_o","depth_no_o","o_surf","o_mean","t.max","t.min","t.surf","t.cline","t.ocline","chl.surf","pc.surf","chl.tot","pc.tot","chl.oo","pc.oo","chl.mean","pc.mean","chl.int.unf","pc.int.unf","chl.int.30","pc.int.30","dpa.ncount","dpa.ninfect","dpa.nhealthy","dpa.lprev","dpa.lprev.se","dpa.nhealthymoms","dpa.nlmoms","dpa.healthy.eggs","dpa.l.eggs","dam.ncount","dam.ninfect","dam.nhealthy","dam.lprev","dam.lprev.se","dam.nhealthymoms","dam.nlmoms","dam.healthy.eggs","dam.l.eggs","dla.ncount","dla.ninfect","dla.nhealthy","dla.lprev","dla.lprev.se","dla.nhealthymoms","dla.nlmoms","dla.healthy.eggs","dla.l.eggs","sim.ncount","sim.ninfect","sim.nhealthy","sim.lprev","sim.lprev.se","sim.nhealthymoms","sim.nlmoms","sim.healthy.eggs","sim.l.eggs","dia.ncount","dia.ninfect","dia.nhealthy","dia.lprev","dia.lprev.se","cer.ncount","cer.ninfect","cer.nhealthy","cer.lprev","cer.lprev.se","bos.ncount","bos.ninfect","bos.nhealthy","bos.lprev","bos.lprev.se","light.0.5","light.1.0","light.1.5","light.2.0","light.mean","light.sd","light.cv","surf.correct","alo.dens","bos.dens","cal.dens","cer.dens","cha.dens","cyc.dens","dam.dens","dia.dens","dla.dens","dpa.dens","fairy.dens","hol.dens","mite.dens","ost.densr","sca.dens","sim.dens","invsimp","shannon"
"Big Sister_391",391,"1/27/2022","Big Sister",26,2022,2.913,7.74125,25.6,NA,2.913,0,11.28875,11.348125,9.44444444444444,7.05555555555556,8.55555555555556,1.00042424242424,NA,0.3625,0.08875,2.113135,0.5602,2.113135,0.5602,0.751428571428571,0.182142857142857,0.775,0.51,NA,NA,0,0,0,NA,NA,0,0,NA,NA,313,0,313,0,0,90,0,2.48888888888889,NA,6,0,6,0,0,0,0,NA,NA,0,0,0,NA,NA,0,0,NA,NA,5,0,5,0,0,8,0,8,0,0,0,0,0,NA,NA,1.6811340579243,1.4445117826298,1.36348766100681,1.49939021509573,1.49713092916416,0.134773332515779,0.0900210729004325,0.893523649467605,0,825.148132924763,26368.8642478131,322.884052014038,0,107.628017338013,10547.5456991252,502.264080910725,287.0080462347,0,0,0,0,0,0,0,1.87939573572999,0.848342872730558
"Big Sister_413",413,"2/18/2022","Big Sister",48,2022,2.931,6.92375,25.60625,NA,2.931,0,10.6185714285714,11.041875,13.5555555555556,9.22222222222222,13.0079365079365,1.00111111111111,NA,0.335714285714286,0.258571428571429,2.23326,0.449435,2.23326,0.449435,0.796428571428571,0.24,0.62,0.35,NA,NA,0,0,0,NA,NA,0,0,NA,NA,315,1,314,0.00317460317460317,0.0031695601163363,125,1,0.872,0,6,0,6,0,0,0,0,NA,NA,0,0,0,NA,NA,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,2.01882023343897,1.69499452810642,1.57430159916816,1.53555775147836,1.70591852804798,0.219372302393651,0.128594829581147,0.92242205559001,107.628017338013,3874.60862416845,11659.7018782847,0,0,3049.46049124369,19552.423149739,143.50402311735,394.636063572713,0,0,0,0,215.256034676025,0,0,2.80177890121668,1.24857368038006
"Big Sister_431",431,"3/7/2022","Big Sister",66,2022,2.652,6.805625,32.3875,NA,2.652,0,9.32142857142857,7.799375,17.8333333333333,12,17.5634920634921,1.01218181818182,NA,0.298571428571429,0.0842857142857143,1.037165,0.0931400000000001,1.037165,0.0931400000000001,0.463333333333333,0.09,0.58,0,NA,NA,0,0,0,NA,NA,0,0,NA,NA,376,6,370,0.0159574468085106,0.00646241315425086,191,6,1.92146596858639,0.166666666666667,6,0,6,0,0,3,0,5.66666666666667,NA,0,0,0,NA,NA,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,1.07857256642354,1.09690194176423,1.14604686065879,1.09325892623947,1.1036950737715,0.0293250407545778,0.0265698755493847,0.801993005317875,0,2080.80833520158,4484.50072241719,0,0,358.760057793375,2547.19641033296,0,0,0,0,0,0,2044.93232942224,0,0,3.76350487599985,1.42758497056046
"Big Sister_452",452,"3/28/2022","Big Sister",87,2022,2.787,6.901875,31.0125,NA,2.787,0,8.3325,7.03875,15.8888888888889,14.5,15.7430555555556,2.38772727272727,NA,0.0875,0.00625,0.34893,0.04992,0.34893,0.04992,0.126428571428571,0.0242857142857143,0.12,0.155,NA,NA,0,0,0,NA,NA,0,0,NA,NA,456,78,378,0.171052631578947,0.0176338010755003,120,74,1.20833333333333,0.121621621621622,11,0,11,0,0,6,0,2.83333333333333,NA,0,0,0,NA,NA,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,0.701781196689938,0.8724665422151,0.939319825686208,1.04074752627148,0.888578772715681,0.142458090206769,0.160321284483746,0.719700284401663,0,6816.44109807413,61347.9698826672,717.520115586751,1076.28017338013,18296.7629474621,69958.2112697082,2152.56034676025,1435.0402311735,0,0,0,0,358.760057793375,0,0,2.90642160070561,1.28001310589319
"Big Sister_476",476,"4/21/2022","Big Sister",111,2022,2.775,6.89882352941176,32.3,NA,2.775,0,8.71833333333333,7.50882352941176,19.7222222222222,16.1111111111111,19.287037037037,1.02429292929293,NA,0.075,0,0.226535,0,0.226535,0,0.120833333333333,0,0.11,0.805,NA,NA,2,0,2,0,0,0,0,NA,NA,406,52,354,0.12807881773399,0.0165849532807531,120,52,1.58333333333333,0.269230769230769,10,0,10,0,0,2,0,3.5,NA,0,0,0,NA,NA,0,0,NA,NA,4,2,2,0.5,0.25,9,0,9,0,0,0,0,0,NA,NA,1.32024803054658,1.01534332592854,1.1019538850639,1.15824750854854,1.14894818752189,0.128437841122637,0.11178732210689,0.853366039792859,0,57401.60924694,8610.24138704101,6457.68104028076,0,48073.8477443123,90407.5345639306,8610.24138704101,717.520115586751,0,0,0,0,1435.0402311735,0,0,3.5182210103541,1.45374526020282
"Big Sister_496",496,"5/11/2022","Big Sister",131,2022,2.855,6.558125,39.85,NA,2.855,0,7.93857142857143,7.524375,23.4444444444444,20.5555555555556,23.1190476190476,2.2470303030303,NA,0.283597256329918,0.117403314917127,0.919743331357439,0.588683701657458,0.919743331357439,0.588683701657458,0.343339825556779,0.21216456195738,0.251926496739775,1.02727900552486,NA,NA,7,0,7,0,0,2,0,NA,NA,318,6,312,0.0188679245283019,0.00762978398275947,127,6,0.322834645669291,0,23,0,23,0,0,4,0,3,NA,0,0,0,NA,NA,0,0,NA,NA,25,3,22,0.12,0.0649923072370877,182,0,182,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,12197.8419649748,20808.0833520158,35158.4856637508,0,55966.5690157665,34440.965548164,26189.4842189164,1793.80028896688,0,0,0,0,717.520115586751,0,0,5.13791152845344,1.74965789138927
"Big Sister_519",519,"6/3/2022","Big Sister",154,2022,2.666,7.88466666666667,48.4066666666667,2.647,2.647,0.0190000000000001,8.08857142857143,5.48066666666667,29.3033333333333,22.835,28.7578571428571,1.20318181818182,22.9389737980243,0.829198069269201,0.308602999210734,2.79732631890931,0.347836671270718,2.79732631890931,0.347836671270718,1.18726087190817,0.331931190356605,0.972436277415531,0.43439226519337,NA,NA,1,0,1,0,0,1,0,NA,NA,1,0,1,0,0,1,0,1,NA,1,0,1,0,0,1,0,10,NA,0,0,0,NA,NA,0,0,NA,NA,0,0,0,NA,NA,3,0,3,0,0,324,0,324,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,8969.00144483438,1327.41221383549,0,35.8760057793375,609.892098248738,107.628017338013,107.628017338013,0,0,0,0,0,0,0,0,1.50709755831528,0.696903924564829
"Big Sister_538",538,"6/22/2022","Big Sister",173,2022,2.461,7.28,58.3857142857143,2.33670707070707,2.33670707070707,0.124292929292929,6.45666666666667,4.66142857142857,28.625,25.1316666666667,28.4546296296296,1.49151515151515,25.5748431785909,0.554238292827504,0.0626151012891343,1.25804030823948,0.200724447513812,1.25804030823948,0.200724447513812,0.669116775340842,0.0939226519337016,0.460185734044655,0.144797421731123,NA,NA,0,0,0,NA,NA,0,0,NA,NA,1,0,1,0,0,1,0,1,NA,4,0,4,0,0,2,0,0,NA,1,0,1,0,0,0,0,NA,NA,0,0,0,NA,NA,1,0,1,0,0,145,0,145,0,0,1.34057699412226,1.38995481728579,1.6210208959662,1.73493579210761,1.52162212487047,0.187524625564867,0.123239944070103,0.905747968969519,0,1112.15617915946,3372.34454325773,0,0,1363.28821961483,71.7520115586751,0,35.8760057793375,0,0,0,0,430.51206935205,0,0,2.78173836698859,1.23585666235329
"Big Sister_559",559,"7/13/2022","Big Sister",194,2022,2.451,6.9,62.6714285714286,2.30245454545455,2.30245454545455,0.148545454545455,6.82666666666667,4.58857142857143,29.4672222222222,25.7788888888889,29.0557407407407,1.60924242424242,26.463494494835,1.27333333333333,0.263333333333333,2.383785,0.46279,2.383785,0.46279,1.238,0.226,1.206,0.334,NA,NA,0,0,0,NA,NA,0,0,NA,NA,1,0,1,0,0,0,0,NA,NA,0,0,0,NA,NA,0,0,NA,NA,0,0,0,NA,NA,0,0,NA,NA,0,0,0,NA,NA,4,0,4,0,0,4,0,4,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,3659.35258949243,0,0,287.0080462347,0,35.8760057793375,0,0,0,0,0,394.636063572713,0,394.636063572713,1.65147978713472,0.8244728719628
"Big Sister_582",582,"8/5/2022","Big Sister",217,2022,2.67,8.67,62.9428571428571,2.23848484848485,2.23848484848485,0.431515151515152,7.06333333333333,4.49142857142857,30.5188888888889,25.4672222222222,30,1.02484848484848,27.514151039079,1.07333333333333,0.13,2.7188,0.94443,2.19664,0.29783,1.13166666666667,0.526666666666667,1.116,0.152,0.916,0.058,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,5704.28491891467,0,0,287.0080462347,0,0,0,0,0,0,0,71.7520115586751,0,35.8760057793375,1.14003944773176,0.290608741437931
"Big Sister_616",616,"9/8/2022","Big Sister",251,2022,2.186,6.49142857142857,47.5285714285714,NA,2.186,0,6.475,5.46428571428571,27.5255555555556,26.6644444444444,27.3091666666667,NA,NA,1.4125,0.3975,2.275265,0.63735,2.275265,0.63735,1.41,0.392,1.372,0.452,0.988,0.414,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.74001629361538,2.45336172714622,2.25467023339306,2.13539046091315,2.39585967876695,0.264278220849479,0.110306218344762,0.626968882059163,0,0,23199.8170706383,0,0,5500.98755283176,0,1435.0402311735,0,0,0,0,0,0,0,0,1.5917385201524,0.657344893190918
"Big Sister_644",644,"10/6/2022","Big Sister",279,2022,1.98,7.64571428571429,39.4285714285714,NA,1.98,0,7.75,7.64857142857143,19.77,19.4972222222222,19.6575,6.46281818181818,NA,1.3525,0.455,1.908505,0.59594,1.908505,0.59594,1.354,0.402,1.312,0.464,0.79,0.524,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.02638130395265,1.82666330418243,1.76728371733104,1.34363354313924,1.74099046715134,0.287153631818975,0.164936935173932,0.756148039931824,0,0,6385.92902872208,0,35.8760057793375,2116.68434098091,466.388075131388,0,0,0,0,0,0,0,0,0,1.78296306777982,0.761146720135897
"Big Sister_679",679,"11/10/2022","Big Sister",314,2022,2.424,5.45625,40.475,NA,2.424,0,6.4875,6.39875,17.7066666666667,17.5288888888889,17.6981944444444,6.46281818181818,NA,0.3725,0.27,0.683335,0.5314,0.683335,0.5314,0.346666666666667,0.253333333333333,0.392,0.258,0.382,0.218,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.17645418686406,1.48520035594251,1.40798444857386,1.20334161266136,1.56824515101045,0.422552858360943,0.269443114865481,0.97331095258078,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Catfish_104",104,"4/14/2021","Catfish",104,2021,1.782,6.9075,41.225,NA,1.782,0,8.475,7.14,18.2777777777778,16.8333333333333,18.25,6.46281818181818,NA,0.48,0.757482993197279,0.53078,0.811929251700681,0.53078,0.811929251700681,0.406666666666667,0.616780045351474,NA,NA,NA,NA,0,0,0,NA,NA,0,0,NA,NA,2,0,2,0,0,0,0,NA,NA,193,118,75,0.61139896373057,0.035086146453438,46,59,1.84782608695652,NA,0,0,0,NA,NA,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1076.28017338013,40360.5065017547,0,179.380028896688,1076.28017338013,358.760057793375,1255.66020227681,5740.160924694,0,0,0,0,0,3228.84052014038,0,1.69310351446285,0.919445618070516
"Catfish_111",111,"4/21/2021","Catfish",111,2021,1.766,7.23,42.6166666666667,NA,1.766,0,7.845,6.77166666666667,17.1666666666667,16.7222222222222,17.1666666666667,6.46281818181818,NA,0.4325,1.99489795918367,0.61877,2.61762993197279,0.61877,2.61762993197279,0.408,1.73006802721088,NA,NA,NA,NA,0,0,0,NA,NA,0,0,NA,NA,0,0,0,NA,NA,0,0,NA,NA,340,86,254,0.252941176470588,0.0235747832449809,51,79,1.56862745098039,0.0126582278481013,0,0,0,NA,NA,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,32647.1652591971,0,1554.62691710463,837.106801517876,0,5261.8141809695,28939.9779953323,0,0,0,0,0,358.760057793375,0,2.50431773821494,1.08079685379888
"Catfish_118",118,"4/28/2021","Catfish",118,2021,1.637,7.045,42.3166666666667,NA,1.637,0,9.79666666666667,7.58166666666667,19.0555555555556,15.3888888888889,18.9259259259259,1.00865656565657,NA,0.756666666666667,3.88571428571429,0.61436,2.59672108843538,0.61436,2.59672108843538,0.655,2.92585034013606,NA,NA,NA,NA,0,0,0,NA,NA,0,0,NA,NA,0,0,0,NA,NA,0,0,NA,NA,245,33,212,0.13469387755102,0.021811009848641,40,30,3.8,0.133333333333333,0,0,0,NA,NA,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,119.586685931125,119.586685931125,61587.1432545294,0,2391.7337186225,119.586685931125,0,4185.53400758938,18296.7629474621,0,0,0,0,0,1076.28017338013,0,1.86064413469586,0.900059902456877
"Catfish_125",125,"5/5/2021","Catfish",125,2021,2.011,6.66285714285714,44.1,1.84849494949495,1.84849494949495,0.16250505050505,6.5025,4.06285714285714,19.3888888888889,16.1111111111111,19.1527777777778,1.01565656565657,16.6779413729275,0.2875,1.5843537414966,0.46095,1.76865918367347,0.46095,1.76865918367347,0.274,1.29061224489796,NA,NA,NA,NA,0,0,0,NA,NA,0,0,NA,NA,0,0,0,NA,NA,0,0,NA,NA,232,20,212,0.0862068965517241,0.0184268436520451,30,20,4.76666666666667,0,0,0,0,NA,NA,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,14278.6503001763,0,932.776150262776,0,0,1793.80028896688,9830.02558353848,0,0,0,0,0,0,0,2.36420796430262,1.0020266605974
"Catfish_132",132,"5/12/2021","Catfish",132,2021,1.869,7.06416666666667,42.2416666666667,NA,1.869,0,9.28666666666667,6.20833333333333,20.4444444444444,17.3888888888889,20.3611111111111,1.01181818181818,NA,0.86,11.7284580498866,0.8649,9.49059115646259,0.8649,9.49059115646259,0.608,7.27414965986395,NA,NA,NA,NA,0,0,0,NA,NA,0,0,NA,NA,0,0,0,NA,NA,0,0,NA,NA,87,2,85,0.0229885057471264,0.0160673991166953,13,2,3.84615384615385,0,0,0,0,NA,NA,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,35.8760057793375,6888.19310963281,143.50402311735,825.148132924763,35.8760057793375,0,1542.66824851151,2260.18836409826,0,0,0,0,932.776150262776,35.8760057793375,0,2.85418849359996,1.36669494211337
"Catfish_139",139,"5/19/2021","Catfish",139,2021,1.673,7.51,43.28,NA,1.673,0,12.6833333333333,8.666,20.2222222222222,17,19.7407407407407,1.01393939393939,NA,1.16333333333333,10.7243781094527,1.340915,12.4603808955224,1.340915,12.4603808955224,0.9375,8.20820895522388,NA,NA,NA,NA,0,0,0,NA,NA,0,0,NA,NA,0,0,0,NA,NA,0,0,NA,NA,18,2,16,0.111111111111111,0.0740740740740741,4,2,2,0,0,0,0,NA,NA,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,6.14981672291197,4.05455458572601,NA,NA,5.10218565431899,1.48157406556761,0.290380273464464,1.13116317886585,0,35.8760057793375,9148.38147373107,107.628017338013,502.264080910725,0,35.8760057793375,2690.70043345031,1040.40416760079,0,0,0,0,322.884052014038,0,0,2.08652948634002,1.0643812434708
"Catfish_146",146,"5/26/2021","Catfish",146,2021,1.846,7.52166666666667,53.7416666666667,1.46666666666667,1.46666666666667,0.379333333333333,12.75,7.07333333333333,23.5555555555556,17.7777777777778,23.5185185185185,1.17333333333333,18.6966415568106,1.02833333333333,11.6530348258706,1.28749,13.0935776119403,1.00719,11.1385674626866,0.855,8.65020895522388,NA,NA,NA,NA,0,0,0,NA,NA,0,0,NA,NA,0,0,0,NA,NA,0,0,NA,NA,15,0,15,0,0,1,0,2,NA,0,0,0,NA,NA,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,7.55623929672195,6.48914637628473,4.32890602472819,NA,6.12476389924495,1.6442326338781,0.268456492515702,0.852551261101525,0,143.50402311735,17543.3668260961,1112.15617915946,753.396121366088,35.8760057793375,107.628017338013,3910.48462994779,1291.53620805615,0,0,0,0,502.264080910725,825.148132924763,0,2.10005462741353,1.18240231714926
"Catfish_153",153,"6/2/2021","Catfish",153,2021,1.88,7.38916666666667,60.8916666666667,1.51272727272727,1.51272727272727,0.367272727272727,12.0216666666667,6.96333333333333,21.5555555555556,18.7777777777778,21.2037037037037,1.00218181818182,19.4690635722954,1.555,17.4093532338308,1.32601,14.4873441791045,1.182615,13.7541011940299,1.047,11.0210746268657,NA,NA,NA,NA,0,0,0,NA,NA,0,0,NA,NA,0,0,0,NA,NA,0,0,NA,NA,17,0,17,0,0,4,0,2.5,NA,0,0,0,NA,NA,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,215.256034676025,35.8760057793375,15103.7984331011,0,825.148132924763,0,0,15139.6744388804,1614.42026007019,0,0,0,0,1937.30431208423,0,0,2.61834870521462,1.15525009023615
"Catfish_174",174,"6/23/2021","Catfish",174,2021,1.739,6.82,80.5583333333333,1.45459595959596,1.45459595959596,0.28440404040404,6.08166666666667,3.855,23.9444444444444,21.1111111111111,23.7685185185185,1.01646464646465,22.1430000237878,0.843333333333333,4.59084577114428,0.747085,3.95941671641791,0.747085,3.95941671641791,0.74125,4.03305970149254,NA,NA,NA,NA,0,0,0,NA,NA,0,0,NA,NA,0,0,0,NA,NA,0,0,NA,NA,473,2,471,0.00422832980972516,0.00298355288465435,126,2,3.1031746031746,0,0,0,0,NA,NA,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,4.54907215420205,4.04151064859055,NA,NA,4.2952914013963,0.35890018248714,0.0835566551713977,0.8595427724625,0,0,12915.3620805615,358.760057793375,6816.44109807413,717.520115586751,717.520115586751,1435.0402311735,67566.4775510857,0,0,0,0,358.760057793375,0,0,1.72741736748292,0.877813817046343
"Catfish_194",194,"7/13/2021","Catfish",194,2021,1.644,7.20166666666667,82.3333333333333,1.47727272727273,1.47727272727273,0.166727272727273,8,4.88666666666667,26.0555555555556,23.5,25.8981481481481,1.00126262626263,23.9572036596639,4.18333333333333,2.40029850746269,4.967645,2.53253313432836,4.967645,2.53253313432836,3.42875,1.92455223880597,NA,NA,NA,NA,0,0,0,NA,NA,0,0,NA,NA,0,0,0,NA,NA,0,0,NA,NA,352,0,352,0,0,56,0,5.44642857142857,NA,0,0,0,NA,NA,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,43948.1070796885,179.380028896688,3049.46049124369,5560.78089579732,0,11121.5617915946,57760.3693047334,0,0,0,0,2511.32040455363,0,0,2.83351479289941,1.25852167121983
"Catfish_216",216,"8/4/2021","Catfish",216,2021,1.767,7.06583333333333,94.9666666666667,1.69176767676768,1.69176767676768,0.0752323232323231,4.0975,3.28916666666667,26.1111111111111,23.9444444444444,26.1111111111111,6.46281818181818,NA,2.0775,1.49375,2.641225,1.940855,2.641225,1.940855,1.822,1.322,NA,NA,NA,NA,0,0,0,NA,NA,0,0,NA,NA,0,0,0,NA,NA,0,0,NA,NA,389,1,388,0.0025706940874036,0.00256738772708048,157,1,1.03184713375796,0,0,0,0,NA,NA,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,7533.96121366088,179.380028896688,6995.82112697082,1793.80028896688,0,1793.80028896688,91483.8147373107,0,0,0,0,358.760057793375,0,0,1.43023635191016,0.676092322454175
"Catfish_238",238,"8/26/2021","Catfish",238,2021,1.653,7.12666666666667,65.3583333333333,1.44912121212121,1.44912121212121,0.203878787878788,5.12,3.17,26.7222222222222,22.3888888888889,26,6.46281818181818,NA,0.565,0.976666666666667,0.5497,0.06256,0.5497,0.06256,0.5325,0.7325,NA,NA,NA,NA,0,0,0,NA,NA,0,0,NA,NA,0,0,0,NA,NA,0,0,NA,NA,368,0,368,0,0,167,0,1.45508982035928,NA,0,0,0,NA,NA,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,358.760057793375,61706.7299404605,119.586685931125,2391.7337186225,16981.3094022198,0,837.106801517876,68403.5843526036,0,0,0,0,837.106801517876,0,0,2.61812828930228,1.11314436817482
"Catfish_257",257,"9/14/2021","Catfish",257,2021,1.557,7.75166666666667,67.0583333333333,NA,1.557,0,5.29571428571429,4.83083333333333,23.8888888888889,22.2222222222222,23.1825396825397,NA,NA,0.971428571428571,0.0842857142857143,1.21204,0.13987,1.21204,0.13987,0.9625,0.0975,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,35.8760057793375,8072.10130035094,71.7520115586751,71.7520115586751,71.7520115586751,0,789.272127145426,0,0,0,0,0,71.7520115586751,0,0,1.28185267769824,0.498944542637672
"Catfish_285",285,"10/12/2021","Catfish",285,2021,1.891,7.05916666666667,54.7916666666667,NA,1.891,0,4.58,4.37333333333333,20.5555555555556,20.0555555555556,20.4166666666667,NA,NA,0.558333333333333,0.253333333333333,0.640325,0.28557,0.640325,0.28557,0.539,0.241,NA,NA,NA,NA,0,0,0,NA,NA,0,0,NA,NA,0,0,0,NA,NA,0,0,NA,NA,4,0,4,0,0,1,0,4,NA,0,0,0,NA,NA,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,2.82537506986436,NA,NA,NA,2.82537506986436,NA,NA,1.07003546467226,2618.94842189164,71.7520115586751,50298.1601026312,0,179.380028896688,0,0,2475.44439877429,717.520115586751,0,0,0,0,71.7520115586751,0,0,1.25211031477228,0.473195509401975
"Catfish_306",306,"11/2/2021","Catfish",306,2021,2.068,7.20285714285714,48,NA,2.068,0,6.15,6.06857142857143,12.6111111111111,12.5,12.5740740740741,6.46281818181818,NA,0.446666666666667,0.26,0.62557,0.50555,0.62557,0.50555,0.428,0.284,NA,NA,NA,NA,0,0,0,NA,NA,0,0,NA,NA,0,0,0,NA,NA,0,0,NA,NA,26,0,26,0,0,11,0,4,NA,0,0,0,NA,NA,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,0.714284748566447,1.31076792344354,1.51930479302826,NA,1.18145248834608,0.417799209324477,0.353631833227043,2.00363424720127,9327.76150262776,0,31678.513103155,0,179.380028896688,107.628017338013,35.8760057793375,4448.62471663785,1722.0482774082,0,0,0,0,71.7520115586751,0,0,2.03267021807891,0.982422740378677
"Catfish_326",326,"11/22/2021","Catfish",326,2021,1.852,7.40166666666667,40.05,NA,1.852,0,9.81,8.87166666666667,8.83333333333333,8.05555555555556,8.68518518518519,6.46281818181818,NA,0.49,0.446666666666667,0.71105,0.24274,0.71105,0.24274,0.472,0.332,0.6,0.25,NA,NA,0,0,0,NA,NA,0,0,NA,NA,0,0,0,NA,NA,0,0,NA,NA,333,0,333,0,0,55,0,5.78181818181818,NA,4,1,3,0.25,0.21650635094611,1,1,0,0,14,0,14,0,0,0,0,0,NA,NA,0,0,0,NA,NA,2.74011864558982,2.44213543951766,2.20161326131388,NA,2.46128911547379,0.269763154823858,0.109602384022216,1.42069657884297,0,71.7520115586751,44270.9911317025,107.628017338013,143.50402311735,71.7520115586751,0,2116.68434098091,7677.46523677823,0,0,0,0,35.8760057793375,0,179.380028896688,1.47737918645983,0.641601323979077
"Catfish_348",348,"12/14/2021","Catfish",348,2021,1.934,7.534,43.64,NA,1.934,0,8.405,8.246,7.44444444444444,7,7.44444444444444,6.46281818181818,NA,0.425,0.16,0.54808,0.18147,0.54808,0.18147,0.435,0.155,0.39,0.67,NA,NA,0,0,0,NA,NA,0,0,NA,NA,0,0,0,NA,NA,0,0,NA,NA,362,0,362,0,0,65,0,3.73846153846154,NA,0,0,0,NA,NA,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,71.7520115586751,0,28270.292554118,0,0,0,0,1399.16422539416,37741.5580798631,0,0,0,0,71.7520115586751,0,0,2.05050668612872,0.784967337680452
